CASE,CITATION,DATE,YEAR,DECADE,DECISION,DECISION2,EFFECT,STAT NAME,STAT CITE,PL #,S-DATE,TIME TO DECISION,CONGRESS,AREA1,AREA2,LNDMRK,LNDDTL,ATT GEN,CERT,REVERSD,CRS,GVT PRTY,DISSENT,H-CT,caseId.SCDB,JRC caseID,,
Rowan v. United States Post Office Department,397 U.S. 728,04/05/1970,1970,1970,0,0,upheld,Postal Revenue and Federal Salary Act of 1967,81 Stat. 645,90-206,16/12/1967,29,90,2,1,0,0,1,0,0,0,1,0,0,1969.08800,1970.02,,
Welsh v. United States,398 U.S. 333,15/06/1970,1970,1970,1,1,struck down as applied,Selective Service Act of 1948,62 Stat. 612,80-759,24/06/1948,264,80,2,,0,0,1,1,1,0,1,3,1,1969.11100,1970.03,,
Schacht v. United States,398 U.S. 58,25/05/1970,1970,1970,2,1,struck down on face,Revision of Code relating to Armed Services,70A Stat. 1126,84-1028,10/08/1956,165,84,2,,0,0,1,1,1,1,1,0,0,1969.09700,1970.04,,
Oregon v. Mitchell,400 U.S. 112,21/12/1970,1970,1970,2,1,struck down on face,Voting Rights Act Amendments of 1970,84 Stat. 318,91-285,22/06/1970,6,91,5,,1,1,1,0,0,1,1,8,0,1970.01400,1970.05,,
United States v. Maryland Savings-Share Insurance Corp.,400 U.S. 4,19/10/1970,1970,1970,0,0,upheld,74 Stat. 54,74 Stat. 54,86-428,22/04/1960,114,86,4,,0,0,0,0,1,0,1,0,0,1970.00100,1970.06,,
Blount v. Rizzi,400 U.S. 410,14/01/1971,1971,1970,2,1,struck down on face,82 Stat. 1153,82 Stat. 1153,90-591,17/10/1968,27,90,2,,0,0,1,0,0,1,1,0,0,1970.02200,1971.01,,
"Relford v. Commandant, U.S. Disciplinary Barracks",401 U.S. 355,24/02/1971,1971,1970,0,0,upheld,Uniform Code of Military Justice  ,64 Stat. 107,81-506,05/05/1950,249,81,1,,0,0,1,1,0,0,1,0,0,1970.05200,1971.02,,
Gillette v. United States,401 U.S. 437,08/03/1971,1971,1970,0,0,upheld,Universal Military Training and Service Act Amendments,81 Stat. 100,90-40,30/06/1967,45,90,2,,0,0,1,1,0,0,1,1,0,1970.05700,1971.03,,
United States v. Freed,401 U.S. 601,05/04/1971,1971,1970,0,0,upheld,Gun Control Act of 1968,82 Stat. 1227,90-618,22/10/1968,30,90,1,,1,0,1,0,1,0,1,0,0,1970.07100,1971.04,,
United States v. United States Coin & Currency,401 U.S. 715,05/04/1971,1971,1970,2,1,struck down on face,Renegotiation Act Extension,68A Stat. 867,83-746,16/08/1954,176,83,1,,1,0,1,0,1,1,1,4,1,1970.07500,1971.05,,
Rogers v. Bellei,401 U.S. 815,05/04/1971,1971,1970,0,0,upheld,Immigration and Nationality Act,66 Stat. 236,82-414,27/06/1952,226,82,2,,1,0,1,1,0,0,1,4,0,1970.07900,1971.06,,
Perez v. United States,402 U.S. 146,26/04/1971,1971,1970,0,0,upheld,Consumer Credit Protection Act,82 Stat. 159,90-321,29/05/1968,35,90,5,,1,0,1,1,0,0,1,1,0,1970.09200,1971.07,,
United States v. Reidel,402 U.S. 351,03/05/1971,1971,1970,0,0,upheld,Crimes and Criminal Procedure Act,62 Stat. 683,80-772,25/06/1948,359,80,2,,0,0,1,1,1,0,1,2,1,1970.09600,1971.08,,
United States v. Thirty-Seven Photographs,402 U.S. 363,03/05/1971,1971,1970,0,0,upheld,Tariff Act of 1930,46 Stat. 688,71-361,17/06/1930,491,71,2,,1,0,1,0,1,0,1,3,1,1970.09700,1971.09,,
Richardson v. Perales,402 U.S. 389,03/05/1971,1971,1970,0,0,upheld,Social Security Act,49 Stat. 620,74-271,14/08/1935,429,74,1,,1,0,1,0,1,0,1,3,0,1970.09800,1971.10,,
United States v. Vuitch,402 U.S. 62,21/04/1971,1971,1970,0,0,upheld,District of Columbia Law Enforcement Act of 1953,67 Stat. 93,83-85,29/06/1953,214,83,1,,0,0,1,0,1,0,1,6,1,1970.08800,1971.11,,
Graham v. Richardson,403 U.S. 365,14/06/1971,1971,1970,1,1,struck down as applied,Social Security Act Amendments of 1950,64 Stat. 556,81-734,08/08/1950,250,81,3,,1,0,0,0,0,0,1,0,0,1970.13400,1971.12,,
Tilton v. Richardson,403 U.S. 672,28/06/1971,1971,1970,2,1,struck down on face,Higher Education Facilities Act of 1963,77 Stat. 378,88-204,16/12/1963,90,88,2,,0,0,1,0,0,1,1,4,0,1970.14200,1971.13,,
Griffin v. Breckenridge,403 U.S. 88,07/06/1971,1971,1970,0,0,upheld,17 Stat. 13,17 Stat. 13,,4/20/1871,1202,42,5,,1,1,1,1,1,0,0,0,1,1970.12300,1971.14,,
Richardson v. Belcher,404 U.S. 78,22/11/1971,1971,1970,0,0,upheld,Social Security Amendments of 1965,79 Stat. 406,89-97,30/07/1965,76,89,1,,0,0,1,0,1,0,1,3,0,1971.01500,1971.15,,
California Motor Transport Co. v. Trucking Unlimited,404 U.S. 508,13/01/1972,1972,1970,0,0,upheld,Clayton Anti-Trust Act,38 Stat. 730,63-212,15/10/1914,687,63,2,,1,1,0,1,0,0,0,0,0,1971.04100,1972.01,,
United States v. Biswell,406 U.S. 311,15/05/1972,1972,1970,0,0,upheld,Gun Control Act of 1968,82 Stat. 1213,90-618,21/10/1968,43,90,1,,1,0,1,1,1,0,1,1,0,1971.10500,1972.02,,
Kastigar v. United States,406 U.S. 441,22/05/1972,1972,1970,0,0,upheld,Organized Crime Control Act of 1970,84 Stat. 922,91-452,15/10/1970,19,91,1,,1,1,1,1,0,0,1,2,0,1971.11300,1972.03,,
Flower v. United States,407 U.S. 197,12/06/1972,1972,1970,1,1,struck down as applied,Crimes and Criminal Procedure Act,62 Stat. 765,80-772,25/06/1948,288,80,2,,0,0,0,1,1,0,1,3,1,1971.14100,1972.04,,
United States v. Brewster,408 U.S. 501,29/06/1972,1972,1970,0,0,upheld,84 Stat. 853,84 Stat. 853,91-405,22/09/1970,21,91,2,,1,0,1,0,1,0,1,3,0,1971.17200,1972.05,,
Kleindienst v. Mandel,408 U.S. 753,29/06/1972,1972,1970,0,0,upheld,Immigration and Nationality Act,66 Stat. 182,82-414,27/06/1952,240,82,2,,1,1,1,0,1,0,1,3,0,1971.17700,1972.06,,
Richardson v. Davis,409 U.S. 1069,11/12/1972,1972,1970,2,1,struck down on face,Social Security Amendments of 1967,81 Stat. 882,90-248,02/01/1968,47,90,3,,0,0,0,0,0,1,1,0,0,NA,1972.07,,
United States v. Jim,409 U.S. 80,20/11/1972,1972,1970,0,0,upheld,82 Stat. 121,82 Stat. 121,90-306,17/05/1968,54,90,4,,0,0,0,0,1,0,1,1,0,1972.01000,1972.08,,
Chief of Capitol Police v. Jeannette Rankin Brigade,409 U.S. 972,06/11/1972,1972,1970,2,1,struck down on face,Capitol Grounds Act,60 Stat. 718,79-570,31/07/1946,316,79,2,,0,0,0,0,0,1,1,0,0,NA,1972.09,,
United States v. Kras,409 U.S. 434,10/01/1973,1973,1970,0,0,upheld,Bankruptcy Act of 1898 Amendments,60 Stat. 326,79-464,28/06/1946,319,79,1,,0,0,1,0,1,0,1,4,1,1972.03400,1973.01,,
Hurtado v. United States,410 U.S. 578,05/03/1973,1973,1970,0,0,upheld,Jury Selection and Service Act of 1968,82 Stat. 62,90-274,27/03/1968,60,90,4,,0,0,1,1,0,0,1,2,1,1972.06900,1973.02,,
"Mourning v. Family Publications Service, Inc.",411 U.S. 356,24/04/1973,1973,1970,0,0,upheld,Consumer Credit Protection Act,82 Stat. 148,90-321,29/05/1968,59,90,4,,1,1,1,1,1,0,0,3,1,1972.09800,1973.03,,
Palmore v. United States,411 U.S. 389,24/04/1973,1973,1970,0,0,upheld,District of Columbia Court Reform and Criminal Procedure Act of 1970,84 Stat. 573,91-358,29/07/1970,33,91,1,6,1,0,1,0,0,0,1,1,1,1972.09900,1973.04,,
Frontiero v. Richardson,411 U.S. 677,14/05/1973,1973,1970,2,1,struck down on face,76 Stat. 469,76 Stat. 469,87-649,07/09/1962,128,87,3,,0,0,1,0,1,1,1,1,1,1972.11300,1973.05,,
Barnes v. United States,412 U.S. 837,18/06/1973,1973,1970,0,0,upheld,53 Stat. 1257,53 Stat. 1257,76-332,07/08/1939,406,76,1,,0,0,1,1,0,0,1,3,0,1972.15600,1973.06,,
"Columbia Broadcasting System, Inc. v. Democratic National Committee",412 U.S. 94,29/05/1973,1973,1970,0,0,upheld,Communications Act of 1934,48 Stat. 1064,73-416,19/06/1934,467,73,2,,1,0,1,1,1,0,0,2,1,1972.12500,1973.07,,
United States v. 12 200-Foot Reels of Super 8mm Film,413 U.S. 123,21/06/1973,1973,1970,0,0,upheld,Tariff Act of 1930,46 Stat. 688,71-361,17/06/1930,516,71,2,,1,0,1,1,1,0,1,4,0,1972.16100,1973.08,,
United States v. Orito,413 U.S. 139,21/06/1973,1973,1970,0,0,upheld,Crimes and Criminal Procedure Act,62 Stat. 683,80-772,25/06/1948,300,80,2,,0,0,1,0,0,0,1,4,0,1972.16200,1973.09,,
Almeida-Sanchez v. United States,413 U.S. 266,21/06/1973,1973,1970,1,1,struck down as applied,Immigration and Nationality Act,66 Stat. 233,82-414,27/06/1952,252,82,1,,1,0,1,0,0,0,1,4,1,1972.16500,1973.10,,
United States Department of Agriculture v. Murry,413 U.S. 508,25/06/1973,1973,1970,2,1,struck down on face,Food Stamp Act of 1964 Amendments,84 Stat. 2049,91-671,11/01/1971,29,91,1,4,1,0,1,0,0,1,1,4,1,1972.17500,1973.11,,
United States Department of Agriculture v. Moreno,413 U.S. 528,25/06/1973,1973,1970,2,1,struck down on face,Food Stamp Act of 1964 Amendments,84 Stat. 2048,91-671,11/01/1971,29,91,1,4,1,0,1,0,0,1,1,2,1,1972.17600,1973.12,,
United States Civil Service Commission v. National Association of Letter Carriers,413 U.S. 548,25/06/1973,1973,1970,0,0,upheld,80 Stat. 378,80 Stat. 378,89-554,06/09/1966,93,89,2,1,0,0,1,0,1,0,1,3,1,1972.17700,1973.13,,
Marshall v. United States,414 U.S. 417,09/01/1974,1974,1970,0,0,upheld,Public Health Service Act Amendment,82 Stat. 1006,90-574,15/10/1968,63,90,1,,0,0,1,1,0,0,1,3,1,1973.03200,1974.01,,
Curtis v. Loether,415 U.S. 189,20/02/1974,1974,1970,1,1,struck down as applied,Fair Housing Act,82 Stat. 88,90-284,11/04/1968,70,90,1,,1,0,1,1,0,0,0,0,1,1973.05500,1974.02,,
National Cable Television Association v. United States,415 U.S. 336,04/03/1974,1974,1970,2,1,struck down on face,Independent Offices Appropriation Act of 1952,65 Stat. 290,82-137,31/08/1951,271,82,4,6,0,0,1,0,1,0,1,2,1,1973.06500,1974.03,,
Johnson v. Robison,415 U.S. 361,04/03/1974,1974,1970,0,0,upheld,Veterans Hospitalization and Medical Services Modernization Amendments of 1966,80 Stat. 1368,89-785,07/11/1966,88,89,2,,0,0,1,1,1,0,1,1,1,1973.06700,1974.04,,
Arnett v. Kennedy,416 U.S. 134,16/04/1974,1974,1970,0,0,upheld,37 Stat. 555,37 Stat. 555,62-336,24/08/1912,740,62,1,,0,0,1,0,1,0,1,4,1,1973.08700,1974.05,,
California Bankers Association v. Schultz,416 U.S. 21,01/04/1974,1974,1970,0,0,upheld,Federal Deposit Insurance Act Amendments,84 Stat. 1114,91-508,26/10/1970,42,91,1,,0,0,1,0,1,0,1,3,1,1973.08500,1974.06,,
Pernell v. Southall Realty,416 U.S. 363,24/04/1974,1974,1970,1,1,struck down as applied,District of Columbia Court Reform and Criminal Procedure Act of 1970,84 Stat. 552,91-358,29/07/1970,45,91,1,,1,0,0,1,1,0,0,0,1,1973.09400,1974.07,,
Morton v. Mancari,417 U.S. 535,17/06/1974,1974,1970,0,0,upheld,48 Stat. 984,48 Stat. 984,73-383,18/06/1934,480,73,3,,0,0,1,0,1,0,1,0,1,1973.13900,1974.08,,
Jimenez v. Weinberger,417 U.S. 628,19/06/1974,1974,1970,2,1,struck down on face,Social Security Amendments of 1965,79 Stat. 410,89-97,30/07/1965,107,89,3,,0,0,1,0,0,1,1,1,1,1973.14400,1974.09,,
Parker v. Levy,417 U.S. 733,19/06/1974,1974,1970,0,0,upheld,Uniform Code of Military Justice  ,64 Stat. 107,81-506,05/05/1950,289,81,1,2,0,0,1,0,1,0,1,3,1,1973.14900,1974.10,,
Hamling v. United States,418 U.S. 87,24/06/1974,1974,1970,0,0,upheld,Crimes and Criminal Procedure Act,62 Stat. 683,80-772,25/06/1948,312,80,2,,0,0,1,1,0,0,1,4,0,1973.15500,1974.11,,
Regional Rail Reorganization Act Cases,419 U.S. 102,16/12/1974,1974,1970,2,1,struck down on face,Regional Rail Reorganization Act of 1973,87 Stat. 985,93-236,02/01/1974,11,93,4,,1,0,1,0,1,0,1,2,1,1974.00900,1974.12,,
Schlesinger v. Ballard,419 U.S. 498,15/01/1975,1975,1970,0,0,upheld,Revision of Code relating to Armed Services,70A Stat. 1126,84-1028,10/08/1956,221,84,3,,0,0,1,0,1,0,1,4,1,1974.02400,1975.01,,
United States v. Mazurie,419 U.S. 544,21/01/1975,1975,1970,0,0,upheld,67 Stat. 586,67 Stat. 586,83-277,15/08/1953,257,83,1,5,0,0,1,1,1,0,1,0,0,1974.02600,1975.02,,
United States v. Wilson,420 U.S. 332,25/02/1975,1975,1970,0,0,upheld,Omnibus Crime Control Act of 1970,84 Stat. 1890,91-644,02/01/1971,49,91,1,,0,0,1,1,1,0,1,2,1,1974.05200,1975.03,,
Serfass v. United States,420 U.S. 377,03/03/1975,1975,1970,0,0,upheld,Crimes and Criminal Procedure Act,62 Stat. 683,80-772,25/06/1948,321,80,1,,0,0,1,1,0,0,1,1,0,1974.05600,1975.04,,
United States v. Maine,420 U.S. 515,17/03/1975,1975,1970,0,0,upheld,First Independent Offices Appropration Act of 1954,67 stat. 299,83-176,22/05/1953,262,83,5,,1,1,1,0,0,0,1,0,0,1974.06200,1975.05,,
Weinberger v. Wiesenfeld,420 U.S. 636,19/03/1975,1975,1970,2,1,struck down on face,Social Security Act Amendments,53 Stat. 1364,76-379,10/08/1939,427,76,3,,1,0,1,0,0,1,1,0,1,1974.07000,1975.06,,
Fry v. United States,421 U.S. 542,27/05/1975,1975,1970,0,0,upheld,Defense Production Act of 1950 Amendment,84 Stat. 799,91-379,15/08/1970,57,91,5,,0,0,1,1,0,0,1,1,1,1974.10600,1975.07,,
Muniz v. Hoffman,422 U.S. 454,25/06/1975,1975,1970,0,0,upheld,Taft-Hartley Act,61 Stat. 149,80-101,23/06/1947,336,80,1,,1,0,1,1,0,0,1,4,0,1974.13900,1975.08,,
Weinberger v. Salfi,422 U.S. 749,26/06/1975,1975,1970,0,0,upheld,Social Security Act Amendments of 1950,64 Stat. 510,81-734,28/08/1950,298,81,1,,1,0,1,0,1,0,1,3,1,1974.14700,1975.09,,
United States v. Brignoni-Ponce,422 U.S. 873,30/06/1975,1975,1970,1,1,struck down as applied,Immigration and Nationality Act,66 Stat. 233,82-414,27/06/1952,276,82,1,,1,0,1,1,0,0,1,0,1,1974.15000,1975.10,,
United States v. Ortiz,422 U.S. 891,30/06/1975,1975,1970,1,1,struck down as applied,Immigration and Nationality Act,66 Stat. 233,82-414,27/06/1952,276,82,1,,1,0,1,1,0,0,1,0,1,1974.15100,1975.11,,
United States v. Powell,423 U.S. 87,02/12/1975,1975,1970,0,0,upheld,Crimes and Criminal Procedure Act,62 Stat. 683,80-772,25/06/1948,330,80,1,,0,0,1,1,1,0,1,1,0,1975.01500,1975.12,,
United States v. Watson,423 U.S. 411,26/01/1976,1976,1970,0,0,upheld,82 Stat. 998,82 Stat. 998,90-561,12/10/1968,87,90,1,,0,0,1,1,1,0,1,2,1,1975.03200,1976.01,,
Buckley v. Valeo,424 U.S. 1,30/01/1976,1976,1970,2,1,struck down on face,Federal Election Campaign Act of 1971,86 Stat. 3,92-225,07/02/1972,47,92,2,6,1,1,1,0,1,1,0,5,1,1975.03300,1976.02,,
Mathews v. Eldridge,424 U.S. 319,24/02/1976,1976,1970,0,0,upheld,70 Stat. 815,70 Stat. 815,85-880,01/08/1956,234,85,1,,1,0,1,1,1,0,1,2,1,1975.03500,1976.03,,
Middendorf v. Henry,425 U.S. 25,24/03/1976,1976,1970,0,0,upheld,Uniform Code of Military Justice  ,64 Stat. 108,81-506,05/05/1950,310,81,1,,0,0,1,1,1,0,1,3,1,1975.06200,1976.04,,
United States v. Miller,425 U.S. 435,21/04/1976,1976,1970,0,0,upheld,Federal Deposit Insurance Act Amendments,84 Stat. 1114,91-508,26/10/1970,66,91,1,,1,0,1,1,1,0,1,2,1,1975.08100,1976.05,,
United States v. MacCollom,426 U.S. 317,10/06/1976,1976,1970,0,0,upheld,Judiciary and Judicial Procedure Act,62 Stat. 921,80-773,25/06/1948,336,80,1,,0,0,1,1,1,0,1,4,0,1975.11900,1976.06,,
Kleppe v. New Mexico,426 U.S. 529,17/06/1976,1976,1970,0,0,upheld,85 Stat. 649,85 Stat. 649,92-195,15/12/1971,54,92,5,,0,0,1,1,1,0,1,0,1,1975.13200,1976.07,,
"Federal Energy Administration v. Algonquin SNG, Inc.",426 U.S. 548,17/06/1976,1976,1970,0,0,upheld,Trade Act of 1974,88 Stat. 1993,93-618,03/01/1975,17,93,6,,1,1,1,0,1,0,1,0,1,1975.13300,1976.08,,
Mathews v. Diaz,426 U.S. 67,01/06/1976,1976,1970,0,0,upheld,Social Security Amendments of 1965,79 Stat. 301,89-97,30/07/1965,131,89,2,3,1,0,1,0,1,0,1,0,1,1975.10700,1976.09,,
National League of Cities v. Usery,426 U.S. 833,24/06/1976,1976,1970,2,1,struck down on face,Fair Labor Standards Amendments of 1974,88 Stat. 59,93-259,08/04/1974,26,93,5,,0,0,1,0,1,1,1,4,1,1975.14300,1976.10,,
Runyon v. McCrary,427 U.S. 160,25/06/1976,1976,1970,0,0,upheld,14 Stat. 27,14 Stat. 27,,4/9/1866,1322,39,2,,1,1,1,1,0,0,0,2,0,1975.15000,1976.11,,
Fitzpatrick v. Bitzer,427 U.S. 445,28/06/1976,1976,1970,0,0,upheld,Equal Employment Opportunity Act of 1972,86 Stat. 107,92-261,24/03/1972,51,92,5,,0,0,1,1,1,0,0,0,1,1975.16100,1976.12,,
Mathews v. Lucas,427 U.S. 495,29/06/1976,1976,1970,0,0,upheld,Social Security Act,49 Stat. 620,74-271,14/08/1935,490,74,3,,1,0,1,0,1,0,1,3,1,1975.16400,1976.13,,
Usery v. Turner Elkhorn Mining Co.,428 U.S. 1,01/07/1976,1976,1970,0,0,upheld,Black Lung Benefit Act of 1972,86 Stat. 150,92-303,19/05/1972,50,92,1,4,0,0,1,0,1,0,1,2,1,1975.16900,1976.14,,
United States v. Martinez-Fuerte,428 U.S. 543,06/07/1976,1976,1970,0,0,upheld,Immigration and Nationality Act,66 Stat. 233,82-414,27/06/1952,289,82,1,,1,0,1,1,1,0,1,2,1,1975.18200,1976.15,,
Mathews v. De Castro,429 U.S. 181,13/12/1976,1976,1970,0,0,upheld,Social Security Act,49 Stat. 623,74-271,14/08/1935,496,74,3,,1,0,1,0,1,0,1,0,1,1976.02400,1976.16,,
"International Union of Electrical, Radio & Machine Workers v. Robbins & Myers, Inc.",429 U.S. 229,20/12/1976,1976,1970,0,0,upheld,Equal Employment Opportunity Act of 1972,86 Stat. 103,92-261,24/03/1972,57,92,1,,0,0,1,1,1,0,0,0,1,1976.02600,1976.17,,
Moody v. Daggett,429 U.S. 78,15/11/1976,1976,1970,0,0,upheld,Parole Commission and Reorganization Act,90 Stat. 219,94-233,15/03/1976,8,94,1,,0,0,1,1,0,0,1,2,1,1976.01500,1976.18,,
Knebel v. Hein,429 U.S. 288,11/01/1977,1977,1970,0,0,upheld,The Food Stamp Act of 1964,78 Stat. 703,88-525,31/08/1964,149,88,1,,1,1,1,0,1,0,1,0,1,1976.03000,1977.01,,
G.M. Leasing Corp. v. United States,429 U.S. 338,12/01/1977,1977,1970,1,1,struck down as applied,Renegotiation Act Extension,68A Stat. 783,83-746,16/08/1954,269,83,1,,1,0,1,1,1,0,1,0,0,1976.03400,1977.02,,
"United Jewish Organizations, Inc. v. Carey",430 U.S. 144,01/03/1977,1977,1970,0,0,upheld,Voting Rights Act of 1965,79 Stat. 439,89-110,06/08/1965,139,89,3,,1,1,1,1,0,0,0,1,1,1976.05900,1977.03,,
Califano v. Goldfarb,430 U.S. 199,02/03/1977,1977,1970,2,1,struck down on face,Social Security Act Amendments of 1950,64 Stat. 485,81-734,28/08/1950,319,81,3,,1,0,1,0,0,1,1,4,1,1976.06100,1977.04,,
Califano v. Webster,430 U.S. 313,21/03/1977,1977,1970,0,0,upheld,Social Security Act Amendments of 1950,64 Stat. 506,81-734,28/08/1950,139,81,3,,1,0,0,0,1,0,1,0,1,1976.06700,1977.05,,
Swain v. Pressley,430 U.S. 372,22/03/1977,1977,1970,0,0,upheld,District of Columbia Court Reform and Criminal Procedure Act of 1970,84 Stat. 608,91-358,29/07/1950,320,91,1,,1,0,1,1,1,0,1,0,1,1976.07300,1977.06,,
Atlas Roofing Co. v. Occupational Safety & Health Review Commission,430 U.S. 442,23/03/1977,1977,1970,0,0,upheld,Occupational Safety and Health Act of 1970,84 Stat. 1590,91-596,29/12/1970,75,91,1,,1,1,1,1,0,0,1,0,1,1976.07500,1977.07,,
Alexander v. Fioto,430 U.S. 634,04/04/1977,1977,1970,0,0,upheld,Army and Air Force Vitalization and Retirement Equalization Act of 1948,62 Stat. 1087,80-810,29/06/1948,346,80,3,,0,0,1,0,1,0,1,0,0,1976.08300,1977.08,,
United States v. Antelope,430 U.S. 641,19/04/1977,1977,1970,0,0,upheld,Major Crime Act,23 Stat. 362,,3/3/1885,1105,48,3,,0,0,1,1,1,0,1,0,1,1976.08400,1977.09,,
Delaware Tribal Business Committee v. Weeks,430 U.S. 73,23/02/1977,1977,1970,0,0,upheld,86 Stat. 762,86 Stat. 762,92-456,03/10/1972,52,92,4,3,0,0,1,0,1,0,1,1,1,1976.05400,1977.10,,
Fiallo v. Bell,430 U.S. 787,26/04/1977,1977,1970,0,0,upheld,Immigration and Nationality Act,66 Stat. 182,82-414,27/06/1952,298,82,3,,1,0,1,0,0,0,1,3,1,1976.09200,1977.11,,
Califano v. Silbowitz,430 U.S. 924,21/03/1977,1977,1970,2,1,struck down on face,Social Security Act Amendments of 1950,64 Stat. 483,81-734,28/08/1950,319,81,3,,1,0,0,1,0,1,1,0,1,NA,1977.12,,
Guam v. Olsen,431 U.S. 195,23/05/1977,1977,1970,1,1,struck down as applied,Organic Act of Guam,64 Stat. 389,81-630,02/08/1950,321,81,1,,1,0,0,1,0,0,1,4,1,1976.10700,1977.13,,
Smith v. United States,431 U.S. 291,23/05/1977,1977,1970,0,0,upheld,Crimes and Criminal Procedure Act,62 Stat. 683,80-772,25/06/1948,347,80,5,1,0,0,1,1,0,0,1,4,0,1976.11000,1977.14,,
United States v. Ramsey,431 U.S. 606,06/06/1977,1977,1970,0,0,upheld,14 Stat. 178,14 Stat. 178,,7/18/1866,1331,39,1,,0,0,1,1,1,0,1,3,0,1976.12200,1977.15,,
Railroad Retirement Board v. Kalina,431 U.S. 909,16/05/1977,1977,1970,2,1,struck down on face,Railroad Retirement Act of 1937 Amendment,88 Stat. 1305,93-445,16/10/1974,31,93,3,,0,0,0,0,0,1,1,0,1,NA,1977.16,,
Briscoe v. Bell,432 U.S. 404,20/06/1977,1977,1970,0,0,upheld,Voting Rights Act of 1965,79 Stat. 437,89-110,06/08/1965,142,89,5,,1,0,1,1,0,0,1,0,1,1976.15200,1977.17,,
Nixon v. Administrator of General Services,433 U.S. 425,28/06/1977,1977,1970,0,0,upheld,Presidential Recordings and Materials Preservation Act,88 Stat. 1695,93-526,19/12/1974,30,93,6,1,0,0,1,0,0,0,1,2,1,1976.17600,1977.18,,
Califano v. Jobst,434 U.S. 47,08/11/1977,1977,1970,0,0,upheld,Social Security Act Amendments of 1958,72 Stat. 1030,85-840,28/08/1958,231,85,1,,0,0,1,0,1,0,1,0,1,1977.00700,1977.19,,
Califano v. Torres,435 U.S. 1,27/02/1978,1978,1970,0,0,upheld,Social Security Amendments of 1972,86 Stat. 1465,92-603,30/10/1972,64,92,2,,0,0,0,0,1,0,1,0,1,1977.04000,1978.01,,
Cleland v. National College of Business,435 U.S. 213,20/03/1978,1978,1970,0,0,upheld,Veterans' Education and Employment Assistance Act of 1976,90 Stat. 2387,94-502,15/10/1976,17,94,4,,0,0,0,0,1,0,1,0,1,1977.04900,1978.02,,
Massachusetts v. United States,435 U.S. 444,29/03/1978,1978,1970,0,0,upheld,84 Stat. 236,84 Stat. 236,91-258,21/05/1970,94,91,5,,1,1,1,1,0,0,1,2,1,1977.06000,1978.03,,
Marshall v. Barlow's,436 U.S. 307,23/05/1978,1978,1970,2,1,struck down on face,Occupational Safety and Health Act of 1970,84 Stat. 1598,91-596,29/12/1970,89,91,1,,1,1,1,0,0,1,1,3,1,1977.08800,1978.04,,
Federal Communications Commission v. National Citizens Committee for Broadcasting,436 U.S. 775,12/06/1978,1978,1970,0,0,upheld,Communications Act of 1934,48 Stat. 1064,73-416,19/06/1934,528,73,2,,1,0,1,1,1,0,1,0,1,1977.10600,1978.05,,
Duke Power Co. v. Carolina Environmental Study Group,438 U.S. 59,26/06/1978,1978,1970,0,0,upheld,71 Stat. 576,71 Stat. 576,85-256,02/09/1957,249,85,1,,0,0,1,0,1,0,0,0,1,1977.14000,1978.06,,
Federal Communications Commission v. Pacifica Foundation,438 U.S. 726,03/07/1978,1978,1970,0,0,upheld,Crimes and Criminal Procedure Act,62 Stat. 866,80-772,25/06/1948,361,80,2,,0,0,1,1,1,0,1,4,0,1977.15700,1978.07,,
Califano v. Aznavorian,439 U.S. 170,11/12/1978,1978,1970,0,0,upheld,Social Security Amendments of 1972,86 Stat. 1468,92-603,30/10/1972,74,92,2,1,0,0,1,0,1,0,1,0,1,1978.01200,1978.08,,
National Labor Relations Board v. Catholic Bishops of Chicago,440 U.S. 490,21/03/1979,1979,1970,1,1,struck down as applied,National Labor Relations Act Amendments,88 Stat. 395,93-360,26/07/1974,56,93,2,,0,0,1,1,0,0,1,4,1,1978.06000,1979.01,,
Vance v. Bradley,440 U.S. 93,22/02/1979,1979,1970,0,0,upheld,Foreign Service Act of 1946,60 Stat. 1015,79-724,13/08/1946,450,79,3,,0,0,1,0,1,0,1,1,1,1978.04000,1979.02,,
Arizona Public Service Co. v. Snead,441 U.S. 141,18/04/1979,1979,1970,0,0,upheld,Tax Reform Act of 1976,90 Stat. 1914,94-455,04/10/1976,30,94,5,,1,0,1,1,0,0,0,0,1,1978.07500,1979.03,,
Dalia v. United States,441 U.S. 238,18/04/1979,1979,1970,0,0,upheld,82 Stat. 179,82 Stat. 179,90-340,19/06/1968,130,90,1,,1,1,0,0,1,0,1,4,1,1978.07800,1979.04,,
United States v. Batchelder,442 U.S. 114,04/06/1979,1979,1970,0,0,upheld,Omnibus Crime Control and Safe Streets Act of 1968,82 Stat. 197,90-351,19/06/1968,132,90,1,6,1,0,1,1,1,0,1,0,1,1978.10600,1979.05,,
Califano v. Boles,443 U.S. 282,27/06/1979,1979,1970,0,0,upheld,Social Security Act,49 Stat. 620,74-271,14/08/1935,526,74,2,,1,0,1,0,1,0,1,4,1,1978.14900,1979.06,,
Califano v. Westcott,443 U.S. 76,25/06/1979,1979,1970,2,1,struck down on face,Social Security Amendments of 1967,81 Stat. 882,90-248,02/01/1968,137,90,2,,0,0,1,0,0,1,1,4,1,1978.14100,1979.07,,
Kaiser Aetna v. United States,444 U.S. 164,04/12/1979,1979,1970,1,1,struck down as applied,River and Harbors Act,30 Stat. 1151,,3/3/1899,969,55,4,,0,0,1,1,1,0,1,3,0,1979.01000,1979.08,,
