origincityLabel,origincountry,originlat,originlong,originpopulation,sistercityLabel,destinationlat,destinationlong,destinationpopulation,destination_countryLabel,dist,eu,samecountry,typecountry
Frankenberg,Germany,50.91083333,13.03777778,14462,Sachsenburg,46.82916667,13.355,1297,Austria,454,EU,different,EU
Öhringen,Germany,49.2,9.5,23489,Treffen,46.66833333,13.85555556,4359,Austria,429,EU,different,EU
Herborn,Germany,50.6825,8.306111111,20351,Guntersdorf,48.65,16.05,1142,Austria,601,EU,different,EU
Breisach,Germany,48.02888889,7.58,15315,Pürgg-Trautenfels,47.53138889,14.06805556,NA,Austria,488,EU,different,EU
Haiterbach,Germany,48.52444444,8.650277778,5778,Metnitz,46.98055556,14.21722222,2043,Austria,450,EU,different,EU
Arnstorf,Germany,48.56666667,12.81666667,5579,Rossatz-Arnsdorf,48.39583333,15.50416667,1058,Austria,199,EU,different,EU
Herborn,Germany,50.6825,8.306111111,20351,Schönbach,48.45,15.03333333,825,Austria,545,EU,different,EU
Fehmarn,Germany,54.4375,11.19694444,12467,Orth an der Donau,48.14444444,16.70138889,2071,Austria,797,EU,different,EU
Braunfels,Germany,50.5175,8.388888889,11510,Rohrmoos-Untertal,47.38333333,13.66666667,NA,Austria,519,EU,different,EU
Alzenau,Germany,50.06666667,9.066666667,15711,Pfaffstätten,48.01666667,16.26611111,3507,Austria,572,EU,different,EU
Rheine,Germany,52.28333333,7.433333333,NA,Trakai,54.63333333,24.93333333,NA,Lithuania,1184,EU,different,EU
Nersingen,Germany,48.42888889,10.12194444,7910,Reichenau,46.85416667,13.89305556,1833,Austria,332,EU,different,EU
Witten,Germany,51.43333333,7.333333333,97986,Mallnitz,46.98972222,13.17,817,Austria,651,EU,different,EU
Elzach,Germany,48.17472222,8.071666667,NA,Telfs,47.30694444,11.07222222,15358,Austria,244,EU,different,EU
Gottmadingen,Germany,47.73555556,8.776666667,10250,Randegg,48.01111111,14.97277778,1920,Austria,463,EU,different,EU
Waghäusel,Germany,49.25,8.516944444,20378,Flattach,46.93472222,13.12972222,1184,Austria,428,EU,different,EU
Neu-Isenburg,Germany,50.05576389,8.697083333,36354,Bad Vöslau,47.96694444,16.21444444,11700,Austria,595,EU,different,EU
Erbach,Germany,48.32805556,9.887777778,13204,Wolkersdorf im Weinviertel,48.36666667,16.51666667,7067,Austria,490,EU,different,EU
Teterow,Germany,53.76666667,12.56666667,8642,Šiauliai,55.92805556,23.31666667,107875,Lithuania,728,EU,different,EU
Dasing,Germany,48.36666667,11.05,4173,Kammern im Liesingtal,47.39194444,14.90222222,1623,Austria,307,EU,different,EU
Eggenstein-Leopoldshafen,Germany,49.07777778,8.3925,15930,Höflein,48.06861111,16.78527778,1240,Austria,627,EU,different,EU
Friedberg,Germany,48.35,10.98333333,25580,Friedberg,47.44138889,16.05805556,2566,Austria,391,EU,different,EU
Arzberg,Germany,50.06666667,12.18333333,5192,Arzberg,47.24861111,15.51888889,NA,Austria,398,EU,different,EU
Rastenberg,Germany,51.17611111,11.41916667,NA,Rastenfeld,48.56666667,15.31666667,1530,Austria,403,EU,different,EU
Bürstadt,Germany,49.64138889,8.454583333,16060,Krieglach,47.54555556,15.55944444,5221,Austria,572,EU,different,EU
Fehmarn,Germany,54.4375,11.19694444,12467,Neringa Municipality,55.55555556,21.11666667,NA,Lithuania,644,EU,different,EU
Adelsdorf,Germany,49.71666667,10.9,5725,Feldbach,46.955,15.88833333,13313,Austria,480,EU,different,EU
Langenau,Germany,48.49944444,10.12111111,14526,Albeck,46.81666667,14.1,1027,Austria,352,EU,different,EU
Maintal,Germany,50.15,8.833333333,38313,Moosburg,46.65777778,14.17361111,4529,Austria,553,EU,different,EU
Bogen,Germany,48.91666667,12.68333333,8199,Wilhering,48.32388889,14.19055556,6010,Austria,129,EU,different,EU
Hechingen,Germany,48.35166667,8.963333333,18839,Stetten,48.36777778,16.38277778,1356,Austria,548,EU,different,EU
Krempe,Germany,53.81666667,9.466666667,NA,Sankt Martin im Sulmtal,46.75,15.3,3069,Austria,888,EU,different,EU
Seubersdorf,Germany,49.16666667,11.61666667,5055,Kirchdorf an der Krems,47.90666667,14,4120,Austria,225,EU,different,EU
Hechingen,Germany,48.35166667,8.963333333,18839,Dölsach,46.82777778,12.84027778,2319,Austria,336,EU,different,EU
Lohfelden,Germany,51.26666667,9.533333333,NA,Berg im Drautal,46.74888889,13.13111111,1315,Austria,567,EU,different,EU
Offenburg,Germany,48.47083333,7.940833333,57687,Weiz,47.21888889,15.62527778,11431,Austria,590,EU,different,EU
Böhmenkirch,Germany,48.68444444,9.933888889,NA,Böheimkirchen,48.19777778,15.76222222,5043,Austria,433,EU,different,EU
Duisburg,Germany,51.43222222,6.761111111,491231,Vilnius,54.68333333,25.28333333,532762,Lithuania,1285,EU,different,EU
Bad Tölz,Germany,47.76027778,11.55666667,13798,Mayrhofen,47.16666667,11.86666667,3788,Austria,70,EU,different,EU
Dettelbach,Germany,49.8,10.18333333,6968,Poysdorf,48.66666667,16.63333333,5506,Austria,485,EU,different,EU
Heitersheim,Germany,47.87527778,7.654722222,5968,Vandans,47.09527778,9.865555556,2610,Austria,187,EU,different,EU
Bisingen,Germany,48.31194444,8.917777778,NA,Lenzing,47.97611111,13.59555556,5002,Austria,349,EU,different,EU
Aichwald,Germany,48.75805556,9.380277778,7392,Finkenstein am Faaker See,46.56277778,13.87055556,8803,Austria,415,EU,different,EU
Schorndorf,Germany,48.8,9.533333333,38178,Radenthein,46.8,13.7,5924,Austria,382,EU,different,EU
Röthenbach an der Pegnitz,Germany,49.48472222,11.2475,11899,Bad Gleichenberg,46.8702,15.9027,5288,Austria,451,EU,different,EU
Plattling,Germany,48.76666667,12.86666667,12428,Scharnitz,47.38833333,11.265,1378,Austria,194,EU,different,EU
Northeim,Germany,51.70666667,10.00111111,30894,Gallneukirchen,48.35305556,14.41583333,6310,Austria,488,EU,different,EU
Gladbeck,Germany,51.56666667,6.966666667,74000,Schwechat,48.14111111,16.47861111,17674,Austria,780,EU,different,EU
Gärtringen,Germany,48.64083333,8.900555556,11754,Rohrau,48.06666667,16.85,1609,Austria,591,EU,different,EU
Dessau-Roßlau,Germany,51.833333,12.233333,83616,Nemenčinė,54.67516111,25.47573333,NA,Lithuania,934,EU,different,EU
Mindelheim,Germany,48.03333333,10.46666667,11849,Schwaz,47.35,11.7,13444,Austria,120,EU,different,EU
Friedrichroda,Germany,50.86666667,10.56666667,NA,Heiligenblut,47.04138889,12.83694444,1021,Austria,456,EU,different,EU
Falkenstein,Germany,49.09777778,12.48638889,3252,"Falkenstein, Lower Austria",48.71666667,16.58333333,447,Austria,302,EU,different,EU
Dietenhofen,Germany,49.4,10.69,4260,Gresten-Land,47.98333333,15.01666667,1538,Austria,354,EU,different,EU
Wanfried,Germany,51.18333333,10.16666667,4151,Schörfling am Attersee,47.94722222,13.60055556,3384,Austria,437,EU,different,EU
Bischofswiesen,Germany,47.64944444,12.96388889,7033,Wölbling,48.31666667,15.58333333,2513,Austria,209,EU,different,EU
Giengen an der Brenz,Germany,48.62166667,10.245,19135,Köflach,47.06388889,15.08888889,10094,Austria,401,EU,different,EU
Freising,Germany,48.40277778,11.74888889,34325,Obervellach,46.93194444,13.20222222,2285,Austria,196,EU,different,EU
Ostfildern,Germany,48.72277778,9.263055556,37785,Hohenems,47.36666667,9.666666667,15932,Austria,154,EU,different,EU
Hemer,Germany,51.38333333,7.766666667,NA,Obervellach,46.93194444,13.20222222,2285,Austria,633,EU,different,EU
Garching an der Alz,Germany,48.11666667,12.58333333,7352,Laa an der Thaya,48.71666667,16.38333333,6225,Austria,288,EU,different,EU
Bad Säckingen,Germany,47.55333333,7.947222222,16416,Purkersdorf,48.20916667,16.17916667,9527,Austria,618,EU,different,EU
Meiningen,Germany,50.55,10.41666667,21231,Meiningen,47.3,9.583333333,2148,Austria,366,EU,different,EU
Solms,Germany,50.53972222,8.407222222,4565,Liezen,47.56666667,14.23333333,8086,Austria,538,EU,different,EU
Bad Homburg vor der Höhe,Germany,50.22923611,8.610486111,52752,Mayrhofen,47.16666667,11.86666667,3788,Austria,416,EU,different,EU
Amöneburg,Germany,50.79777778,8.923055556,5137,Tragwein,48.33055556,14.62222222,3058,Austria,494,EU,different,EU
Frechen,Germany,50.91666667,6.816666667,NA,Kapfenberg,47.43944444,15.28944444,23067,Austria,726,EU,different,EU
Forchheim,Germany,49.71972222,11.05805556,31651,Roppen,47.21666667,10.82,1776,Austria,279,EU,different,EU
Heligoland,Germany,54.1825,7.885277778,1400,Millstatt,46.80416667,13.58055556,3394,Austria,913,EU,different,EU
Fuldabrück,Germany,51.26666667,9.483333333,NA,St. Johann in Tirol,47.5225,12.42555556,9226,Austria,468,EU,different,EU
Bad Saulgau,Germany,48.0175,9.500277778,17286,Himmelberg,46.74838611,14.03705833,2296,Austria,369,EU,different,EU
Stamsried,Germany,49.26666667,12.53333333,1908,Suben,48.41666667,13.43333333,1504,Austria,115,EU,different,EU
Ilshofen,Germany,49.17027778,9.920277778,6259,Kleinsölk,47.395,13.93833333,NA,Austria,357,EU,different,EU
Ladenburg,Germany,49.47194444,8.609166667,11380,Paternion,46.71222222,13.63777778,5876,Austria,483,EU,different,EU
Erfurt,Germany,50.97805556,11.02916667,210118,Vilnius,54.68333333,25.28333333,532762,Lithuania,1040,EU,different,EU
Löwenstein,Germany,49.1,9.383333333,3070,Traboch,47.37722222,14.98694444,1390,Austria,457,EU,different,EU
Althütte,Germany,48.91305556,9.571944444,4041,Obertilliach,46.70861111,12.61611111,688,Austria,334,EU,different,EU
Fluorn-Winzeln,Germany,48.29805556,8.490833333,3094,Schönau an der Triesting,47.935,16.25277778,2101,Austria,577,EU,different,EU
Röttingen,Germany,49.5,9.966666667,1733,Bad Mitterndorf,47.55527778,13.93305556,4934,Austria,363,EU,different,EU
Durbach,Germany,48.49333333,8.021944444,3851,Bürserberg,47.14333333,9.776111111,528,Austria,199,EU,different,EU
Hausham,Germany,47.75,11.85,10289,Seiersberg,47.01,15.39888889,NA,Austria,280,EU,different,EU
Salzkotten,Germany,51.67083333,8.604722222,NA,Seefeld,47.32944444,11.18916667,3399,Austria,517,EU,different,EU
Freising,Germany,48.40277778,11.74888889,34325,Maria Wörth,46.61638889,14.16138889,1545,Austria,269,EU,different,EU
Hörstein,Germany,50.0554,9.07127,NA,Pfaffstätten,48.01666667,16.26611111,3507,Austria,571,EU,different,EU
Weiden in der Oberpfalz,Germany,49.66666667,12.15,41726,Weiden am See,47.91666667,16.86666667,2357,Austria,396,EU,different,EU
Preußisch Oldendorf,Germany,52.28333333,8.5,NA,Sankt Oswald-Möderbrugg,47.28333333,14.48333333,NA,Austria,702,EU,different,EU
Plauen,Germany,50.495,12.13833333,65201,Šiauliai,55.92805556,23.31666667,107875,Lithuania,957,EU,different,EU
Bad Emstal,Germany,51.23333333,9.25,5950,Bruck an der Großglocknerstraße,47.26666667,12.81666667,4611,Austria,511,EU,different,EU
Stamsried,Germany,49.26666667,12.53333333,1908,Sankt Marienkirchen bei Schärding,48.38333333,13.45,1794,Austria,119,EU,different,EU
Rodgau,Germany,50.025625,8.884097222,NA,Hainburg an der Donau,48.14777778,16.94194444,6382,Austria,622,EU,different,EU
Wendlingen am Neckar,Germany,48.67472222,9.381666667,15974,Millstatt,46.80416667,13.58055556,3394,Austria,377,EU,different,EU
Neumarkt in der Oberpfalz,Germany,49.28333333,11.46666667,41318,Mistelbach,48.56666667,16.56666667,11315,Austria,381,EU,different,EU
Hohenberg an der Eger,Germany,50.1,12.21666667,1576,"Hohenberg, Lower Austria",47.9,15.61666667,1515,Austria,348,EU,different,EU
Nordhorn,Germany,52.43333333,7.066666667,52298,Montivilliers,49.54611111,0.188055556,16198,France,578,EU,different,EU
Münnerstadt,Germany,50.25,10.16666667,7628,Stenay,49.49,5.185555556,2743,France,367,EU,different,EU
Essenbach,Germany,48.61666667,12.21666667,7736,Savigneux,45.60694444,4.083055556,3411,France,700,EU,different,EU
Stockstadt am Main,Germany,49.97972222,9.063888889,6615,Saint-Martin-de-Fontenay,49.11916667,-0.371111111,2575,France,687,EU,different,EU
Dornstetten,Germany,48.47,8.499444444,7992,Scey-sur-Saône-et-Saint-Albin,47.66666667,5.970277778,1569,France,208,EU,different,EU
Teltow,Germany,52.40222222,13.27055556,NA,Gonfreville-l'Orcher,49.50527778,0.233055556,9378,France,967,EU,different,EU
Rüdesheim am Rhein,Germany,49.97902778,7.923402778,9773,Juliénas,46.235,4.711388889,853,France,480,EU,different,EU
Kaiserslautern,Germany,49.44472222,7.768888889,NA,Guimarães,41.445,-8.290833333,158124,Portugal,1531,EU,different,EU
Leimen,Germany,49.34805556,8.691111111,26097,Castanheira de Pera,40,-8.216666667,NA,Portugal,1687,EU,different,EU
Hirschhorn,Germany,49.44638889,8.897222222,3450,Château-Landon,48.14916667,2.700555556,3198,France,476,EU,different,EU
Norderstedt,Germany,53.70638889,10.01027778,76712,Maromme,49.48194444,1.041944444,11188,France,776,EU,different,EU
Ensdorf,Germany,49.3,6.766666667,NA,Wizernes,50.71111111,2.229166667,3337,France,360,EU,different,EU
Siegburg,Germany,50.80138889,7.204444444,39878,Guarda,40.53638889,-7.268333333,NA,Portugal,1597,EU,different,EU
Bad Essen,Germany,52.32138889,8.34,15263,Bolbec,49.57222222,0.4725,11551,France,630,EU,different,EU
Buchholz in der Nordheide,Germany,53.31666667,9.866666667,38487,Canteleu,49.45111111,1.036111111,14621,France,748,EU,different,EU
Merchweiler,Germany,49.35,7.033333333,NA,Falicon,43.74888889,7.279722222,1965,France,623,EU,different,EU
Spaichingen,Germany,48.07583333,8.737777778,12520,Sallanches,45.93638889,6.631944444,15853,France,286,EU,different,EU
Bad Kötzting,Germany,49.17694444,12.855,6805,Sesimbra Municipality,38.43333333,-9.1,NA,Portugal,2116,EU,different,EU
Wülfrath,Germany,51.28333333,7.033333333,NA,Bondues,50.70166667,3.093333333,9904,France,283,EU,different,EU
Liederbach am Taunus,Germany,50.12083333,8.491111111,8914,Villebon-sur-Yvette,48.7,2.227777778,10344,France,480,EU,different,EU
Osnabrück,Germany,52.27888889,8.043055556,156315,Vila Real,41.28333333,-7.8,NA,Portugal,1710,EU,different,EU
Leimen,Germany,49.34805556,8.691111111,26097,Mafra,38.93333333,-9.333333333,NA,Portugal,1838,EU,different,EU
Brackenheim,Germany,49.08333333,9.066666667,15220,Marsan,43.65638889,0.722222222,461,France,879,EU,different,EU
Erbach,Germany,49.65694444,8.993055556,NA,Ansião,39.91666667,-8.433333333,NA,Portugal,1743,EU,different,EU
Münsingen,Germany,48.41277778,9.495277778,13997,Beaupréau,47.20194444,-0.994444444,6909,France,794,EU,different,EU
Bühlertal,Germany,48.69333333,8.178611111,7936,Faverges,45.74666667,6.293888889,6968,France,357,EU,different,EU
Heubach,Germany,48.783333,9.933333,NA,Laxou,48.68555556,6.152222222,14681,France,277,EU,different,EU
Sulz am Neckar,Germany,48.36277778,8.631666667,NA,Montendre,45.28472222,-0.4075,3226,France,767,EU,different,EU
Kahl am Main,Germany,50.06805556,9.006666667,7030,Villefontaine,45.61333333,5.148611111,18168,France,573,EU,different,EU
Peißenberg,Germany,47.795,11.06027778,10675,Saint-Brevin-les-Pins,47.24638889,-2.166944444,13134,France,994,EU,different,EU
Aichtal,Germany,48.62277778,9.237222222,10124,Ligny-en-Barrois,48.68861111,5.323888889,4136,France,287,EU,different,EU
Wadgassen,Germany,49.26666667,6.766666667,NA,Arques,50.73555556,2.3025,9936,France,358,EU,different,EU
Alzenau,Germany,50.06666667,9.066666667,15711,Thaon-les-Vosges,48.25055556,6.42,7895,France,279,EU,different,EU
Battenberg (Eder),Germany,51.01666667,8.65,5379,Senonches,48.56138889,1.030555556,3121,France,611,EU,different,EU
Burladingen,Germany,48.29027778,9.109444444,12133,Ourém Municipality,39.65,-8.583333333,NA,Portugal,1705,EU,different,EU
Hohnstein,Germany,50.98333333,14.11666667,3353,Louveciennes,48.86027778,2.116388889,7054,France,890,EU,different,EU
Kelkheim,Germany,50.13798611,8.4525,NA,Saint-Fons,45.70861111,4.853333333,17584,France,561,EU,different,EU
Altötting,Germany,48.22666667,12.67833333,12750,Fátima,39.62861111,-8.665277778,NA,Portugal,1949,EU,different,EU
Furth im Wald,Germany,49.30972222,12.84,9437,Ludres,48.62166667,6.161666667,6491,France,493,EU,different,EU
Schwerte,Germany,51.44583333,7.565277778,NA,Violaines,50.54083333,2.788888889,3650,France,349,EU,different,EU
Gräfenberg,Germany,49.64444444,11.24944444,4071,"Pringy, Haute-Savoie",45.94666667,6.121944444,4129,France,562,EU,different,EU
Beerfelden,Germany,49.56756944,8.97375,6399,Trévignin,45.7075,5.956388889,769,France,485,EU,different,EU
Linz am Rhein,Germany,50.57027778,7.284722222,NA,Pornic,47.11555556,-2.103333333,14288,France,786,EU,different,EU
Erlenbach,Germany,49.17,9.269444444,4926,Seiches-sur-le-Loir,47.57277778,-0.356111111,2974,France,732,EU,different,EU
Johannesberg,Germany,50.03333333,9.133333333,3391,Trois-Monts,49.04694444,-0.480277778,412,France,702,EU,different,EU
Oppenheim,Germany,49.85555556,8.360277778,7308,Givry,46.78222222,4.743055556,3661,France,434,EU,different,EU
Nieder-Olm,Germany,49.90833333,8.202777778,NA,Recey-sur-Ource,47.78,4.860277778,371,France,340,EU,different,EU
Schwalmstadt,Germany,50.91277778,9.188888889,NA,Loriol-sur-Drôme,44.75166667,4.8225,6162,France,758,EU,different,EU
Flein,Germany,49.1,9.216666667,NA,Onzain,47.49972222,1.174166667,3477,France,621,EU,different,EU
Naurod,Germany,50.13472222,8.301388889,NA,Constância Municipality,39.48333333,-8.333333333,NA,Portugal,1760,EU,different,EU
Trendelburg,Germany,51.57341,9.42063,NA,Louvigné-du-Désert,48.48166667,-1.124166667,3435,France,827,EU,different,EU
Friesenheim,Germany,48.37305556,7.883333333,12621,Tavaux,47.04361111,5.411944444,4012,France,237,EU,different,EU
Linnich,Germany,50.97888889,6.267777778,12446,Lesquin,50.58972222,3.111111111,6969,France,226,EU,different,EU
Ochtrup,Germany,52.20555556,7.190277778,NA,Seia Municipality,40.41666667,-7.7,NA,Portugal,1733,EU,different,EU
Leichlingen,Germany,51.11666667,7.016666667,NA,Funchal,32.65,-16.91666667,111892,Portugal,2828,EU,different,EU
Barver,Germany,52.61666667,8.599722222,NA,Lezay,46.26444444,-0.008611111,2075,France,940,EU,different,EU
Bretten,Germany,49.03638889,8.706111111,28826,Condeixa-a-Nova Municipality,40.11666667,-8.5,NA,Portugal,1679,EU,different,EU
Wolfen,Germany,51.65,12.26666667,NA,Villefontaine,45.61333333,5.148611111,18168,France,850,EU,different,EU
Cuxhaven,Germany,53.86666667,8.7,48221,Ílhavo,40.6,-8.666666667,NA,Portugal,1963,EU,different,EU
Menden (Sauerland),Germany,51.43333333,7.8,NA,Locon,50.57027778,2.666666667,2320,France,372,EU,different,EU
Jena,Germany,50.92722222,11.58638889,108207,Porto,41.15,-8.6,237591,Portugal,1890,EU,different,EU
Rheine,Germany,52.28333333,7.433333333,NA,Leiria,39.74305556,-8.806944444,14939,Portugal,1867,EU,different,EU
Freudenberg,Germany,49.75,9.333333333,3760,Saint-Arnoult-en-Yvelines,48.57166667,1.940555556,6103,France,553,EU,different,EU
Eichstetten am Kaiserstuhl,Germany,48.09416667,7.744444444,3442,Saint-André,42.55111111,2.973333333,3288,France,720,EU,different,EU
Bonn,Germany,50.73388889,7.099722222,318809,Aveiro,40.63888889,-8.655277778,73559,Portugal,1654,EU,different,EU
Pappenheim,Germany,48.93472222,10.97444444,4049,Coussac-Bonneval,45.51111111,1.324444444,1323,France,821,EU,different,EU
Kempen,Germany,51.36583333,6.419444444,34630,Wambrechies,50.68527778,3.048611111,9854,France,248,EU,different,EU
Auenwald,Germany,48.93694444,9.500833333,6767,Beaurepaire,45.33833333,5.054444444,4721,France,523,EU,different,EU
Johannesberg,Germany,50.03333333,9.133333333,3391,Maisoncelles-sur-Ajon,49.05388889,-0.538611111,194,France,706,EU,different,EU
Lenggries,Germany,47.68027778,11.57388889,8078,Châtelaudren,48.54222222,-2.971111111,978,France,1082,EU,different,EU
Saarwellingen,Germany,49.35,6.833333333,NA,Bourbon-Lancy,46.61944444,3.773333333,5128,France,379,EU,different,EU
Bückeburg,Germany,52.26083333,9.049166667,19182,Sablé-sur-Sarthe,47.84,-0.334166667,12575,France,830,EU,different,EU
Triefenstein,Germany,49.8,9.6,4332,Vassy,48.8525,-0.676111111,1838,France,751,EU,different,EU
Bonndorf im Schwarzwald,Germany,47.81944444,8.343055556,6836,Bains-les-Bains,48.0025,6.263611111,1204,France,156,EU,different,EU
Königsee,Germany,50.66138889,11.09722222,5666,Ansião,39.91666667,-8.433333333,NA,Portugal,1929,EU,different,EU
Eschborn,Germany,50.14375,8.569027778,NA,Póvoa de Varzim,41.41666667,-8.766666667,NA,Portugal,1651,EU,different,EU
Johannesberg,Germany,50.03333333,9.133333333,3391,Préaux-Bocage,49.05611111,-0.521388889,112,France,704,EU,different,EU
Georgsmarienhütte,Germany,52.2,8.066666667,31543,Saint-Macaire-en-Mauges,47.12388889,-0.991666667,7203,France,861,EU,different,EU
Kaarst,Germany,51.21666667,6.616666667,NA,La Madeleine,50.65527778,3.070277778,22243,France,256,EU,different,EU
